P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
47082,almond medium black frosted cornsilk,Manufacturer#1,Brand#12,SMALL PLATED TIN,25,MED CASE,1029.08,y furiously final pac
47083,dodger chartreuse peach misty lavender,Manufacturer#2,Brand#23,ECONOMY BURNISHED TIN,30,JUMBO CAN,1030.08,oost blithely fin
47084,dim cornsilk khaki puff plum,Manufacturer#4,Brand#41,ECONOMY ANODIZED TIN,6,WRAP PACK,1031.08,fily express packa
47085,steel violet beige powder dim,Manufacturer#5,Brand#52,LARGE PLATED COPPER,6,MED BAG,1032.08,refully furi
47086,beige moccasin steel azure orange,Manufacturer#1,Brand#14,STANDARD BRUSHED TIN,42,MED PKG,1033.08," pending"
47087,thistle bisque saddle seashell plum,Manufacturer#2,Brand#25,MEDIUM BRUSHED STEEL,13,WRAP CASE,1034.08,ans caj
47088,steel blush plum blue ivory,Manufacturer#2,Brand#24,ECONOMY BRUSHED NICKEL,43,MED DRUM,1035.08,c asymptotes. s
47089,thistle honeydew chiffon metallic goldenrod,Manufacturer#1,Brand#15,STANDARD BURNISHED BRASS,50,SM BOX,1036.08," unusual theod"
47090,cream sky rosy spring sienna,Manufacturer#5,Brand#51,STANDARD BURNISHED NICKEL,39,WRAP BAG,1037.09,ithel
47091,coral almond smoke ivory spring,Manufacturer#1,Brand#12,STANDARD PLATED BRASS,8,MED PKG,1038.09,c ideas promise bravel
47092,sky indian midnight dark chocolate,Manufacturer#3,Brand#34,MEDIUM POLISHED STEEL,44,WRAP JAR,1039.09,encies boost blithely
47093,ghost chartreuse aquamarine thistle slate,Manufacturer#1,Brand#15,LARGE BRUSHED COPPER,50,LG CAN,1040.09,erns! regular ac
47094,spring orchid lemon moccasin violet,Manufacturer#5,Brand#52,SMALL ANODIZED TIN,19,LG DRUM,1041.09,ged platelets i
47095,slate wheat sienna sky khaki,Manufacturer#2,Brand#23,MEDIUM PLATED STEEL,18,WRAP DRUM,1042.09,ly dogged 
47096,smoke lace wheat cornsilk orange,Manufacturer#3,Brand#35,STANDARD POLISHED STEEL,35,MED BOX,1043.09,ash carefully slyly re
47097,blanched rose chartreuse drab hot,Manufacturer#3,Brand#34,ECONOMY POLISHED NICKEL,35,LG JAR,1044.09,c deposits cajole
47098,honeydew puff aquamarine forest salmon,Manufacturer#3,Brand#33,LARGE BURNISHED COPPER,17,MED BOX,1045.09,ke after the blith
47099,firebrick red dark thistle cornsilk,Manufacturer#3,Brand#31,PROMO BRUSHED COPPER,46,MED CASE,1046.09," deposits. ex"
47100,purple lemon saddle wheat lavender,Manufacturer#2,Brand#21,SMALL ANODIZED BRASS,44,SM BOX,1047.10," furio"
47101,navy peru magenta lace blue,Manufacturer#2,Brand#21,ECONOMY POLISHED NICKEL,5,SM BOX,1048.10,ges boost according 
47102,pale pink firebrick sky plum,Manufacturer#1,Brand#13,STANDARD ANODIZED COPPER,3,JUMBO BOX,1049.10," silent foxes"
47103,snow dodger red orange smoke,Manufacturer#1,Brand#12,STANDARD BURNISHED BRASS,17,MED CAN,1050.10,"s sleep final, final "
47104,linen frosted cornflower navajo dim,Manufacturer#5,Brand#55,MEDIUM BURNISHED TIN,36,MED BAG,1051.10,ironi
47105,mint green indian violet sandy,Manufacturer#5,Brand#52,ECONOMY BRUSHED STEEL,47,MED BOX,1052.10,e slyly fina
47106,cornflower purple burnished khaki aquamarine,Manufacturer#3,Brand#34,MEDIUM POLISHED BRASS,23,WRAP PKG,1053.10,platelets c
47107,firebrick rose midnight chartreuse white,Manufacturer#1,Brand#11,ECONOMY PLATED TIN,20,MED PKG,1054.10,tes sleep un
47108,almond seashell grey moccasin lime,Manufacturer#5,Brand#51,MEDIUM BURNISHED NICKEL,28,SM DRUM,1055.10,riously careful
47109,antique saddle honeydew slate firebrick,Manufacturer#5,Brand#53,SMALL ANODIZED COPPER,21,WRAP CASE,1056.10,ckages nag idl
47110,olive midnight seashell misty orchid,Manufacturer#3,Brand#35,ECONOMY BRUSHED COPPER,7,MED PACK,1057.11,he regu
47111,powder cornflower navajo spring lime,Manufacturer#4,Brand#45,SMALL POLISHED COPPER,39,SM PACK,1058.11,the blithely 
47112,burnished almond powder cornflower green,Manufacturer#3,Brand#33,STANDARD BURNISHED STEEL,17,WRAP JAR,1059.11,y quiet accoun
47113,cornsilk orchid floral chiffon light,Manufacturer#5,Brand#54,MEDIUM BURNISHED BRASS,49,MED JAR,1060.11," final"
47114,lavender blanched dodger turquoise cyan,Manufacturer#1,Brand#15,MEDIUM PLATED COPPER,41,JUMBO CASE,1061.11,ully even dependen
47115,gainsboro steel smoke blanched misty,Manufacturer#1,Brand#14,ECONOMY PLATED NICKEL,17,LG PKG,1062.11,slyly regular excuses
47116,dim lavender rosy lawn bisque,Manufacturer#3,Brand#35,MEDIUM POLISHED BRASS,38,WRAP CAN,1063.11,"gular, regular "
47117,tomato mint rosy violet misty,Manufacturer#5,Brand#55,SMALL POLISHED COPPER,33,WRAP BOX,1064.11,old packages 
47118,chiffon firebrick drab snow deep,Manufacturer#4,Brand#42,MEDIUM BRUSHED NICKEL,23,WRAP BAG,1065.11,s. careful
47119,metallic cream deep floral tomato,Manufacturer#2,Brand#25,MEDIUM POLISHED NICKEL,37,LG PKG,1066.11," regular fo"
47120,chartreuse puff cornflower blush snow,Manufacturer#5,Brand#53,ECONOMY BRUSHED STEEL,43,SM DRUM,1067.12,essly e
47121,firebrick steel white sky lawn,Manufacturer#4,Brand#45,LARGE ANODIZED COPPER,16,JUMBO BAG,1068.12," foxes. even, pending "
47122,cream chartreuse turquoise green powder,Manufacturer#3,Brand#34,SMALL ANODIZED NICKEL,14,WRAP BOX,1069.12,te. furiously expres
47123,floral pink wheat powder ivory,Manufacturer#2,Brand#24,LARGE PLATED BRASS,3,JUMBO BOX,1070.12,ests. final 
47124,magenta ivory midnight lawn thistle,Manufacturer#1,Brand#12,PROMO BURNISHED COPPER,31,MED JAR,1071.12,nusua
47125,pale deep navy cream cyan,Manufacturer#4,Brand#44,LARGE POLISHED COPPER,49,JUMBO PKG,1072.12,riously
47126,snow forest white misty floral,Manufacturer#2,Brand#21,ECONOMY POLISHED BRASS,5,WRAP PKG,1073.12,"s the regular, final p"
47127,olive saddle smoke rosy firebrick,Manufacturer#5,Brand#51,ECONOMY PLATED BRASS,2,SM CAN,1074.12,n instructions. unusua
47128,antique lace chocolate peru yellow,Manufacturer#1,Brand#14,SMALL BURNISHED BRASS,38,LG DRUM,1075.12,lly after the 
47129,dodger antique snow magenta bisque,Manufacturer#5,Brand#52,STANDARD ANODIZED COPPER,4,LG CASE,1076.12,ckly after the q
47130,lavender coral dark linen sienna,Manufacturer#4,Brand#42,PROMO ANODIZED BRASS,41,MED PKG,1077.13,lyly e
47131,misty rosy metallic almond firebrick,Manufacturer#2,Brand#24,LARGE ANODIZED BRASS,14,MED CAN,1078.13,lly at the carefu
47132,violet antique moccasin yellow purple,Manufacturer#2,Brand#25,STANDARD ANODIZED NICKEL,47,MED BOX,1079.13,he dep
47133,purple plum almond moccasin deep,Manufacturer#5,Brand#55,MEDIUM BURNISHED NICKEL,13,JUMBO CAN,1080.13,ar accounts
47134,brown midnight puff cornflower drab,Manufacturer#3,Brand#32,ECONOMY ANODIZED BRASS,25,LG PKG,1081.13,ending asymptot
47135,orchid gainsboro frosted misty puff,Manufacturer#4,Brand#42,STANDARD POLISHED NICKEL,6,WRAP PKG,1082.13," pinto beans. perman"
47136,purple lace goldenrod chocolate azure,Manufacturer#4,Brand#41,PROMO BRUSHED COPPER,28,SM PACK,1083.13,es ar
47137,slate green cyan orange sienna,Manufacturer#3,Brand#33,LARGE POLISHED NICKEL,46,LG PACK,1084.13,tions. s
47138,blush midnight navajo mint floral,Manufacturer#3,Brand#31,PROMO ANODIZED NICKEL,44,JUMBO BAG,1085.13," might affix caref"
47139,coral cyan cornsilk mint tan,Manufacturer#4,Brand#41,STANDARD PLATED NICKEL,13,SM CASE,1086.13,eas sleep
47140,metallic antique sienna brown lavender,Manufacturer#2,Brand#25,PROMO BURNISHED BRASS,39,LG DRUM,1087.14," haggle perm"
47141,blue pale wheat indian frosted,Manufacturer#5,Brand#53,ECONOMY POLISHED BRASS,7,WRAP CASE,1088.14,egular
47142,rosy cornflower floral puff ivory,Manufacturer#5,Brand#52,PROMO PLATED STEEL,42,MED PACK,1089.14,of the f
47143,hot aquamarine red grey magenta,Manufacturer#3,Brand#34,STANDARD POLISHED TIN,7,WRAP CAN,1090.14,carefu
47144,rosy black ghost antique cornsilk,Manufacturer#4,Brand#45,MEDIUM PLATED TIN,45,JUMBO BAG,1091.14,ronic dependencies s
47145,plum chocolate khaki puff medium,Manufacturer#5,Brand#54,SMALL BRUSHED BRASS,40,LG BAG,1092.14,es about the fur
47146,pale turquoise yellow dim navy,Manufacturer#5,Brand#51,PROMO POLISHED COPPER,30,SM BOX,1093.14,e fluffily. regul
47147,blush antique seashell cream coral,Manufacturer#4,Brand#44,ECONOMY PLATED NICKEL,11,JUMBO PKG,1094.14,yly daring pi
47148,peru moccasin firebrick blush cyan,Manufacturer#2,Brand#23,PROMO ANODIZED NICKEL,40,JUMBO JAR,1095.14,pendencie
47149,turquoise drab royal frosted cyan,Manufacturer#2,Brand#22,SMALL ANODIZED TIN,33,LG CASE,1096.14,p. blith
47150,deep spring goldenrod black ivory,Manufacturer#2,Brand#24,PROMO ANODIZED BRASS,4,MED JAR,1097.15," regular packages hag"
47151,hot lime spring white moccasin,Manufacturer#4,Brand#45,ECONOMY ANODIZED NICKEL,11,SM BAG,1098.15,leep doggedly.
47152,peru plum black thistle papaya,Manufacturer#3,Brand#35,SMALL BRUSHED TIN,49,LG JAR,1099.15,lthy accou
47153,almond blue white rose sienna,Manufacturer#2,Brand#24,ECONOMY ANODIZED TIN,7,JUMBO PACK,1100.15,courts haggle sl
47154,medium orchid violet blanched sandy,Manufacturer#5,Brand#53,LARGE PLATED COPPER,4,MED BOX,1101.15,ckages. foxes can
47155,ghost spring goldenrod forest saddle,Manufacturer#1,Brand#15,PROMO ANODIZED NICKEL,4,WRAP DRUM,1102.15,"es; even,"
47156,tan orange powder brown floral,Manufacturer#4,Brand#43,LARGE BURNISHED BRASS,48,SM BAG,1103.15,oxes can nag sly
47157,tan firebrick wheat antique black,Manufacturer#2,Brand#23,MEDIUM POLISHED TIN,23,SM BOX,1104.15," the furiously p"
47158,peach midnight drab chiffon royal,Manufacturer#4,Brand#42,LARGE BRUSHED BRASS,10,JUMBO BAG,1105.15,usly regular acco
47159,bisque sandy rose hot blanched,Manufacturer#1,Brand#13,SMALL ANODIZED TIN,11,JUMBO BOX,1106.15,inal theodolites nag a
47160,orchid khaki firebrick salmon lime,Manufacturer#5,Brand#52,SMALL ANODIZED COPPER,34,JUMBO DRUM,1107.16,fully final 
47161,spring drab chocolate blanched seashell,Manufacturer#3,Brand#35,LARGE PLATED BRASS,25,WRAP PACK,1108.16,sts x-ra
47162,blush light turquoise steel navy,Manufacturer#2,Brand#22,LARGE BRUSHED STEEL,43,WRAP JAR,1109.16,final foxes. w
47163,green khaki dim grey indian,Manufacturer#3,Brand#34,PROMO PLATED STEEL,8,WRAP CAN,1110.16,quests. furious
47164,almond blue green peach lace,Manufacturer#1,Brand#11,PROMO PLATED COPPER,41,JUMBO CASE,1111.16,final requests c
47165,floral khaki beige steel grey,Manufacturer#4,Brand#42,STANDARD BRUSHED STEEL,41,JUMBO CAN,1112.16,ecial plate
47166,black firebrick spring rose linen,Manufacturer#4,Brand#44,MEDIUM BRUSHED BRASS,48,WRAP JAR,1113.16,ar deposits. re
47167,magenta maroon salmon black plum,Manufacturer#2,Brand#22,SMALL BRUSHED NICKEL,34,JUMBO PACK,1114.16," darin"
47168,lace wheat floral cyan rose,Manufacturer#3,Brand#33,STANDARD BURNISHED NICKEL,14,WRAP PKG,1115.16,gainst the fu
47169,pale cream metallic black peru,Manufacturer#4,Brand#44,ECONOMY ANODIZED BRASS,24,LG PKG,1116.16,l warhorses. 
47170,drab dim ghost papaya lemon,Manufacturer#3,Brand#33,PROMO BURNISHED BRASS,18,JUMBO BOX,1117.17,ress ideas. blithel
47171,cream plum red violet rose,Manufacturer#4,Brand#44,LARGE POLISHED BRASS,22,LG PKG,1118.17,nal platelets among
47172,blush burnished orchid green magenta,Manufacturer#5,Brand#53,ECONOMY POLISHED NICKEL,49,WRAP JAR,1119.17,gle fu
47173,midnight cornflower burlywood seashell burnished,Manufacturer#4,Brand#41,MEDIUM BURNISHED NICKEL,20,LG CASE,1120.17," above t"
47174,deep snow yellow blue papaya,Manufacturer#5,Brand#54,SMALL BURNISHED TIN,29,JUMBO JAR,1121.17,e regular 
47175,navajo maroon orchid navy lemon,Manufacturer#3,Brand#34,ECONOMY BURNISHED NICKEL,31,JUMBO PKG,1122.17,ess foxes.
47176,midnight ghost linen deep goldenrod,Manufacturer#5,Brand#54,SMALL ANODIZED TIN,17,WRAP DRUM,1123.17,cies. slyly silent p
47177,thistle ivory turquoise cornsilk frosted,Manufacturer#4,Brand#45,LARGE BURNISHED TIN,34,WRAP BAG,1124.17,ctions. bold frays a
47178,beige yellow antique tomato goldenrod,Manufacturer#2,Brand#25,PROMO BRUSHED TIN,33,LG BAG,1125.17,sly about
47179,snow pale light cyan yellow,Manufacturer#4,Brand#42,STANDARD BRUSHED STEEL,23,MED BOX,1126.17,ly fr
47180,plum navajo cyan floral chartreuse,Manufacturer#5,Brand#55,LARGE POLISHED TIN,8,WRAP CAN,1127.18," bold ideas cajol"
47181,cyan lemon navajo lavender dark,Manufacturer#3,Brand#31,ECONOMY PLATED BRASS,41,WRAP CAN,1128.18,ld asymptot
47182,red plum slate deep bisque,Manufacturer#3,Brand#31,LARGE PLATED STEEL,40,SM CAN,1129.18,cording to the dep
47183,black mint smoke red saddle,Manufacturer#4,Brand#44,MEDIUM ANODIZED STEEL,29,LG CAN,1130.18,y even
47184,orchid cornsilk burlywood rose khaki,Manufacturer#3,Brand#35,LARGE ANODIZED STEEL,14,JUMBO PACK,1131.18,esias. pac
47185,antique navajo dodger cornsilk thistle,Manufacturer#3,Brand#35,LARGE BURNISHED BRASS,25,SM CASE,1132.18,ing foxes. blithel
47186,almond spring medium sky snow,Manufacturer#4,Brand#44,ECONOMY POLISHED BRASS,22,WRAP PKG,1133.18,sits. a
47187,chocolate goldenrod olive deep cornflower,Manufacturer#3,Brand#35,MEDIUM ANODIZED TIN,7,WRAP JAR,1134.18,inal th
47188,hot tan ghost sandy almond,Manufacturer#4,Brand#44,SMALL BURNISHED STEEL,20,MED DRUM,1135.18,nts after the quic
47189,seashell medium rose cyan plum,Manufacturer#5,Brand#53,STANDARD BURNISHED NICKEL,15,LG PACK,1136.18,hely regular re
47190,cyan peach dodger chiffon papaya,Manufacturer#3,Brand#34,PROMO BRUSHED STEEL,32,LG PACK,1137.19,ven deposits. 
47191,antique orange forest lime plum,Manufacturer#1,Brand#11,STANDARD PLATED STEEL,46,MED BAG,1138.19,ily si
47192,powder azure salmon magenta forest,Manufacturer#4,Brand#44,PROMO ANODIZED STEEL,30,WRAP CAN,1139.19,riously 
47193,orange red goldenrod plum magenta,Manufacturer#3,Brand#33,STANDARD BRUSHED BRASS,15,MED BOX,1140.19," ideas. regular "
47194,firebrick yellow midnight blanched olive,Manufacturer#4,Brand#43,STANDARD BRUSHED COPPER,26,SM PACK,1141.19,iously unusual depo
47195,blanched wheat burlywood sky rose,Manufacturer#1,Brand#11,PROMO BRUSHED COPPER,15,WRAP PACK,1142.19,ounts sleep. blithely 
47196,blue olive turquoise seashell ghost,Manufacturer#1,Brand#12,LARGE BURNISHED BRASS,5,JUMBO CASE,1143.19,es. quickly fi
47197,cornsilk goldenrod lime grey antique,Manufacturer#5,Brand#52,LARGE ANODIZED COPPER,7,MED PKG,1144.19," abou"
47198,grey azure beige mint powder,Manufacturer#2,Brand#21,PROMO PLATED TIN,24,WRAP DRUM,1145.19,le silent theodo
47199,forest rose papaya medium sky,Manufacturer#4,Brand#41,STANDARD BURNISHED STEEL,5,LG PACK,1146.19," boos"
47200,moccasin puff black lace tan,Manufacturer#3,Brand#31,STANDARD BRUSHED STEEL,11,JUMBO CASE,1147.20,he foxes. carefu
47201,lavender navajo spring snow forest,Manufacturer#1,Brand#14,STANDARD PLATED COPPER,18,SM BAG,1148.20," pinto beans wak"
47202,maroon lawn royal blush magenta,Manufacturer#2,Brand#21,LARGE PLATED NICKEL,23,JUMBO JAR,1149.20,ag. carefully quiet
47203,papaya indian burnished blush ivory,Manufacturer#1,Brand#11,PROMO POLISHED BRASS,22,MED PACK,1150.20,s wake carefully
47204,maroon purple mint turquoise navy,Manufacturer#5,Brand#53,LARGE PLATED NICKEL,48,LG BOX,1151.20,es cajole blithely.
47205,moccasin white red aquamarine powder,Manufacturer#4,Brand#44,ECONOMY POLISHED TIN,48,SM DRUM,1152.20,riously ironic package
47206,cyan medium wheat puff thistle,Manufacturer#4,Brand#42,SMALL BURNISHED TIN,12,JUMBO JAR,1153.20,bold theodolites.
47207,rose ghost lawn goldenrod bisque,Manufacturer#3,Brand#35,ECONOMY POLISHED BRASS,32,MED BOX,1154.20,final foxes are furio
47208,pale yellow slate maroon forest,Manufacturer#1,Brand#14,STANDARD BURNISHED TIN,42,MED DRUM,1155.20,s haggle according 
47209,cyan smoke bisque firebrick tomato,Manufacturer#3,Brand#32,STANDARD POLISHED BRASS,48,LG DRUM,1156.20,kly pending 
47210,navy khaki olive beige seashell,Manufacturer#1,Brand#15,SMALL ANODIZED COPPER,26,LG PACK,1157.21,packages hag
47211,frosted chocolate blue olive grey,Manufacturer#2,Brand#24,LARGE BRUSHED STEEL,4,JUMBO BOX,1158.21,. slyly iro
47212,chocolate rose misty beige hot,Manufacturer#5,Brand#51,LARGE BRUSHED NICKEL,48,SM BOX,1159.21,refully blithely
47213,white firebrick coral pale beige,Manufacturer#3,Brand#35,MEDIUM PLATED BRASS,22,JUMBO BOX,1160.21," integrate slyly abo"
47214,ghost spring aquamarine navajo burnished,Manufacturer#2,Brand#25,MEDIUM BRUSHED BRASS,45,JUMBO CASE,1161.21,grow blithel
47215,seashell rosy grey metallic floral,Manufacturer#2,Brand#23,MEDIUM BRUSHED NICKEL,10,SM DRUM,1162.21,furiously ironic pinto
47216,lemon plum honeydew light cyan,Manufacturer#2,Brand#23,ECONOMY PLATED TIN,23,LG DRUM,1163.21,ide of the 
47217,tomato peru peach lime medium,Manufacturer#1,Brand#13,MEDIUM PLATED TIN,10,WRAP PKG,1164.21,y iron
47218,lace dim saddle ghost salmon,Manufacturer#2,Brand#24,MEDIUM POLISHED BRASS,4,LG DRUM,1165.21," frays"
47219,yellow royal cyan misty pink,Manufacturer#5,Brand#55,MEDIUM PLATED BRASS,17,LG BOX,1166.21,ns wake
47220,yellow lace rose floral pale,Manufacturer#2,Brand#23,LARGE ANODIZED STEEL,7,MED DRUM,1167.22," court"
47221,chiffon white frosted dodger brown,Manufacturer#2,Brand#21,STANDARD BURNISHED STEEL,4,WRAP BOX,1168.22,t deposits haggle 
47222,navajo burlywood red maroon coral,Manufacturer#5,Brand#53,STANDARD POLISHED BRASS,29,SM CASE,1169.22," packages sleep"
47223,forest navajo slate burlywood snow,Manufacturer#5,Brand#51,STANDARD POLISHED NICKEL,14,MED PACK,1170.22,ely express 
47224,moccasin gainsboro cornsilk seashell tan,Manufacturer#2,Brand#25,STANDARD BRUSHED TIN,34,LG DRUM,1171.22,kages nag accordi
47225,burlywood navajo beige pink powder,Manufacturer#4,Brand#44,SMALL ANODIZED COPPER,36,MED PACK,1172.22,xpress pinto
47226,tomato beige pink ghost magenta,Manufacturer#5,Brand#51,ECONOMY BURNISHED NICKEL,14,WRAP CAN,1173.22,ake regular
47227,orchid metallic powder cornflower tomato,Manufacturer#4,Brand#43,LARGE ANODIZED STEEL,2,MED CASE,1174.22,uriously pending pa
47228,bisque coral green purple steel,Manufacturer#3,Brand#34,SMALL BURNISHED STEEL,7,JUMBO PKG,1175.22,ng decoys.
47229,violet steel beige ghost turquoise,Manufacturer#5,Brand#54,ECONOMY BURNISHED COPPER,9,LG DRUM,1176.22,y; quickly
47230,steel light lawn navajo powder,Manufacturer#1,Brand#13,MEDIUM ANODIZED COPPER,5,MED CAN,1177.23,sits. sl
47231,khaki goldenrod blanched ghost deep,Manufacturer#4,Brand#41,SMALL BURNISHED BRASS,50,JUMBO BOX,1178.23,he foxes. always unus
47232,lace indian slate cyan cream,Manufacturer#2,Brand#22,MEDIUM ANODIZED STEEL,46,SM JAR,1179.23,ously from the fu
47233,cyan dim floral yellow ivory,Manufacturer#2,Brand#23,ECONOMY PLATED TIN,33,JUMBO PKG,1180.23,"lent, reg"
47234,yellow saddle blue goldenrod peach,Manufacturer#5,Brand#51,MEDIUM POLISHED STEEL,40,SM PKG,1181.23,ular instructio
47235,honeydew snow medium spring powder,Manufacturer#4,Brand#45,PROMO ANODIZED TIN,46,MED CAN,1182.23,cross the daring req
47236,puff gainsboro sienna bisque cream,Manufacturer#1,Brand#13,LARGE ANODIZED BRASS,2,JUMBO PKG,1183.23,al ideas. fur
47237,lawn maroon white deep khaki,Manufacturer#3,Brand#31,SMALL BURNISHED NICKEL,47,LG CAN,1184.23,s! fi
47238,plum ghost chartreuse peach sandy,Manufacturer#2,Brand#21,SMALL POLISHED COPPER,10,WRAP BAG,1185.23,rding to the sile
47239,purple cyan steel ghost green,Manufacturer#5,Brand#54,LARGE PLATED COPPER,9,MED PACK,1186.23,ng the careful
47240,steel chartreuse antique plum sienna,Manufacturer#3,Brand#33,MEDIUM POLISHED TIN,7,JUMBO JAR,1187.24,xes among the 
47241,steel sienna rosy beige coral,Manufacturer#3,Brand#35,STANDARD BRUSHED STEEL,12,WRAP BAG,1188.24,requests kind
47242,lime maroon metallic black thistle,Manufacturer#5,Brand#51,LARGE ANODIZED BRASS,38,LG BAG,1189.24," use after the "
47243,royal ghost indian black pale,Manufacturer#5,Brand#55,PROMO ANODIZED COPPER,2,LG CAN,1190.24,quickly speci
47244,green tomato drab firebrick chocolate,Manufacturer#3,Brand#33,MEDIUM BRUSHED TIN,2,LG PKG,1191.24,platelets. ideas caj
47245,gainsboro saddle mint forest firebrick,Manufacturer#1,Brand#14,LARGE PLATED NICKEL,48,SM BOX,1192.24,. unusual a
47246,orchid blue honeydew forest sienna,Manufacturer#3,Brand#33,MEDIUM BURNISHED NICKEL,47,JUMBO CASE,1193.24,ns co
47247,wheat medium antique royal sandy,Manufacturer#4,Brand#41,STANDARD BURNISHED COPPER,2,LG PACK,1194.24,ding 
47248,tomato steel spring magenta thistle,Manufacturer#1,Brand#11,MEDIUM BRUSHED NICKEL,37,MED BAG,1195.24,e quickl
47249,blanched smoke orange lavender rose,Manufacturer#1,Brand#12,STANDARD POLISHED BRASS,19,JUMBO DRUM,1196.24,bold foxes are
47250,cornflower orchid firebrick indian pale,Manufacturer#2,Brand#23,SMALL BRUSHED COPPER,15,JUMBO JAR,1197.25,inal platelet
47251,purple sandy mint red burlywood,Manufacturer#1,Brand#14,STANDARD POLISHED COPPER,7,SM PKG,1198.25,lyly even 
47252,coral snow blush royal olive,Manufacturer#2,Brand#23,MEDIUM BRUSHED TIN,21,SM CAN,1199.25,oost among the sl
47253,royal light azure purple medium,Manufacturer#3,Brand#32,PROMO ANODIZED BRASS,13,MED PKG,1200.25,"he even, "
47254,smoke ghost maroon aquamarine frosted,Manufacturer#4,Brand#44,MEDIUM BRUSHED COPPER,29,WRAP PKG,1201.25,se aft
47255,royal misty floral blanched grey,Manufacturer#2,Brand#21,ECONOMY PLATED STEEL,9,WRAP JAR,1202.25,s across the flu
47256,rosy puff seashell powder brown,Manufacturer#4,Brand#43,LARGE POLISHED TIN,48,LG BAG,1203.25,d requests 
47257,lemon yellow cornsilk chiffon ivory,Manufacturer#4,Brand#41,SMALL PLATED TIN,46,MED PKG,1204.25,the r
47258,dim hot orchid saddle peach,Manufacturer#1,Brand#12,STANDARD PLATED TIN,41,WRAP PACK,1205.25,y blithe
47259,beige linen cornsilk khaki cream,Manufacturer#1,Brand#13,ECONOMY PLATED COPPER,23,WRAP PKG,1206.25,uickly-- i
47260,saddle honeydew royal dodger ivory,Manufacturer#1,Brand#11,LARGE PLATED BRASS,20,LG BOX,1207.26,efully ironic pin
47261,orchid antique salmon pale honeydew,Manufacturer#1,Brand#12,MEDIUM POLISHED TIN,10,JUMBO BOX,1208.26,s nag blith
47262,chartreuse goldenrod indian spring grey,Manufacturer#4,Brand#41,ECONOMY ANODIZED NICKEL,45,SM CAN,1209.26,deposits int
47263,slate cornsilk blanched rosy dim,Manufacturer#5,Brand#54,MEDIUM BRUSHED BRASS,16,WRAP BAG,1210.26,yly at the unusual 
47264,firebrick linen gainsboro frosted moccasin,Manufacturer#4,Brand#44,SMALL ANODIZED TIN,35,JUMBO PKG,1211.26,the regular reque
47265,magenta forest powder chocolate mint,Manufacturer#5,Brand#52,ECONOMY ANODIZED COPPER,11,JUMBO PACK,1212.26,re furiously bol
47266,lace pale blush beige papaya,Manufacturer#4,Brand#43,LARGE BRUSHED TIN,3,MED PKG,1213.26,s. slyly ironi
47267,brown antique violet lavender wheat,Manufacturer#5,Brand#51,LARGE POLISHED TIN,27,LG BAG,1214.26,t according to the f
47268,rose powder moccasin olive sienna,Manufacturer#1,Brand#15,MEDIUM PLATED COPPER,1,JUMBO BOX,1215.26,ake qu
47269,sienna cornflower bisque navy peru,Manufacturer#4,Brand#45,SMALL BRUSHED STEEL,16,WRAP CASE,1216.26,instructions
47270,hot cream white seashell blush,Manufacturer#3,Brand#31,SMALL POLISHED STEEL,15,WRAP CASE,1217.27," furiously warthogs. "
47271,blanched cyan lawn maroon deep,Manufacturer#4,Brand#42,SMALL PLATED BRASS,19,WRAP JAR,1218.27,nal packages
47272,tan salmon indian dim ghost,Manufacturer#2,Brand#25,STANDARD ANODIZED NICKEL,43,LG JAR,1219.27,pending deposits ab
47273,yellow linen coral papaya aquamarine,Manufacturer#1,Brand#15,STANDARD POLISHED TIN,46,LG BAG,1220.27,ic instruction
47274,olive saddle mint dodger violet,Manufacturer#1,Brand#13,LARGE POLISHED COPPER,30,SM CASE,1221.27,"c, final"
47275,navy khaki blush dim dark,Manufacturer#5,Brand#51,STANDARD BRUSHED BRASS,40,MED DRUM,1222.27,ly un
47276,smoke bisque almond red metallic,Manufacturer#4,Brand#44,ECONOMY POLISHED TIN,10,LG CAN,1223.27,"ly brave,"
47277,pink floral cyan lime royal,Manufacturer#3,Brand#33,SMALL POLISHED BRASS,37,WRAP BAG,1224.27,ses wake furio
47278,linen maroon black purple coral,Manufacturer#2,Brand#23,ECONOMY BURNISHED STEEL,32,WRAP PACK,1225.27,y instructio
47279,frosted green mint plum tomato,Manufacturer#5,Brand#52,LARGE BURNISHED NICKEL,31,SM CASE,1226.27,eans. 
47280,green cream steel chartreuse azure,Manufacturer#2,Brand#24,MEDIUM POLISHED TIN,35,MED CASE,1227.28,structions
47281,indian black moccasin cream cornflower,Manufacturer#4,Brand#44,ECONOMY BRUSHED BRASS,16,MED CASE,1228.28,ructions. slyly f
47282,medium purple antique navy turquoise,Manufacturer#5,Brand#51,SMALL BURNISHED STEEL,48,MED PKG,1229.28,lets impress blithel
47283,chocolate tomato burlywood slate gainsboro,Manufacturer#4,Brand#43,SMALL PLATED STEEL,11,LG DRUM,1230.28,the regular requests
47284,royal medium beige chiffon peru,Manufacturer#4,Brand#41,LARGE POLISHED BRASS,1,JUMBO BOX,1231.28,ronic accounts
47285,purple brown misty mint orchid,Manufacturer#4,Brand#44,PROMO ANODIZED BRASS,15,JUMBO JAR,1232.28,"unusual, bold acco"
