L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
5220758150,117705352,5205386,1,30.00,40544.10,0.04,0.01,"N","O","1996-06-03","1996-05-15","1996-06-16","DELIVER IN PERSON","RAIL","ckages according to the theodoli"
5562524131,56475517,1475528,2,24.00,35752.56,0.06,0.04,"N","O","1996-06-03","1996-03-20","1996-06-25","COLLECT COD","TRUCK"," are quickly whithout the blithely even ins"
5562375302,59798091,2298097,2,41.00,48630.51,0.07,0.01,"N","O","1996-06-03","1996-06-10","1996-06-09","TAKE BACK RETURN","TRUCK"," alongside of the blithely thin depos"
5562051591,31982953,1982954,2,31.00,63065.16,0.05,0.03,"N","O","1996-06-03","1996-06-18","1996-06-10","DELIVER IN PERSON","RAIL","uick requests play furiously even "
5562043651,181959644,6959681,1,14.00,23723.70,0.07,0.00,"N","O","1996-06-03","1996-06-29","1996-06-24","DELIVER IN PERSON","REG AIR"," deposits sle"
5562086913,117924392,7924393,3,29.00,40904.50,0.06,0.08,"N","O","1996-06-03","1996-05-14","1996-06-07","DELIVER IN PERSON","RAIL"," depths. careful"
5562318148,152187707,4687723,5,35.00,62548.50,0.04,0.01,"N","O","1996-06-03","1996-06-24","1996-06-04","NONE","RAIL","eposits was furiously final "
5562328451,103262654,762685,5,22.00,35452.78,0.02,0.00,"N","O","1996-06-03","1996-06-09","1996-06-11","TAKE BACK RETURN","TRUCK","iously ironic foxes about the caref"
5562429798,163075235,5575252,1,27.00,32456.16,0.03,0.05,"N","O","1996-06-03","1996-04-07","1996-06-18","COLLECT COD","MAIL","te slyly. sheaves "
5562201090,17495047,9995049,1,10.00,10411.70,0.04,0.08,"N","O","1996-06-03","1996-05-30","1996-06-28","DELIVER IN PERSON","AIR","e blithely about the quickly"
5562372453,186136143,8636162,5,20.00,23396.80,0.00,0.01,"N","O","1996-06-03","1996-05-14","1996-06-11","COLLECT COD","SHIP","ts. furious"
5562079680,19928723,9928724,4,20.00,35014.60,0.00,0.04,"N","O","1996-06-03","1996-05-14","1996-06-07","NONE","REG AIR"," the regular p"
5562023712,133784063,6284077,3,14.00,15965.32,0.04,0.03,"N","O","1996-06-03","1996-05-24","1996-07-01","COLLECT COD","TRUCK","ithely even"
5562166116,7914505,414506,5,6.00,9114.66,0.09,0.07,"N","O","1996-06-03","1996-06-27","1996-06-22","DELIVER IN PERSON","REG AIR"," slyly bold instructions sleep quietly "
5562151492,195234795,234834,1,27.00,46440.81,0.03,0.03,"N","O","1996-06-03","1996-03-18","1996-07-02","COLLECT COD","RAIL","fully final asymptotes cajole quickl"
5562469089,162444884,4944901,3,7.00,12745.32,0.06,0.08,"N","O","1996-06-03","1996-06-30","1996-06-16","COLLECT COD","TRUCK","cial, final packages. carefully bo"
5562143911,17402677,7402678,2,43.00,67888.40,0.03,0.06,"N","O","1996-06-03","1996-05-01","1996-07-01","DELIVER IN PERSON","SHIP","jole after the even waters. pending ti"
5562072039,30306123,306124,1,24.00,27062.64,0.08,0.01,"N","O","1996-06-03","1996-05-31","1996-06-27","DELIVER IN PERSON","MAIL","longside of the sly"
5562262695,52561720,61736,1,46.00,81838.60,0.05,0.08,"N","O","1996-06-03","1996-04-30","1996-06-19","TAKE BACK RETURN","FOB","o beans cajo"
5562398627,76888408,4388430,5,47.00,65450.32,0.03,0.00,"N","O","1996-06-03","1996-06-24","1996-06-28","TAKE BACK RETURN","AIR","ccounts. carefully b"
5562241797,68037495,3037508,1,26.00,37156.34,0.03,0.01,"N","O","1996-06-03","1996-05-25","1996-07-01","DELIVER IN PERSON","RAIL"," the blithely even courts"
5562089057,3323482,5823483,4,9.00,13547.88,0.05,0.02,"N","O","1996-06-03","1996-05-19","1996-06-06","COLLECT COD","REG AIR","jole carefully. pinto bea"
5562253408,14030329,6530331,2,29.00,36499.98,0.07,0.05,"N","O","1996-06-03","1996-04-23","1996-06-25","TAKE BACK RETURN","FOB","ing ideas unwind care"
5562127461,145993479,8493494,5,45.00,70433.10,0.03,0.06,"N","O","1996-06-03","1996-08-05","1996-06-27","TAKE BACK RETURN","REG AIR","o the fluffily pending d"
5562111232,191490019,8990077,3,49.00,48972.56,0.07,0.08,"N","O","1996-06-03","1996-04-03","1996-07-03","NONE","SHIP","y unusual "
5562328231,144122364,4122365,7,27.00,37237.32,0.01,0.05,"N","O","1996-06-03","1996-07-25","1996-06-22","DELIVER IN PERSON","REG AIR",". carefully regular requests are furiously"
5562297829,130518178,5518205,4,30.00,35689.50,0.09,0.03,"N","O","1996-06-03","1996-03-10","1996-06-15","TAKE BACK RETURN","MAIL","ld theodolites across the slyly ironic depo"
5562073605,197706483,2706522,4,30.00,44388.00,0.03,0.05,"N","O","1996-06-03","1996-04-10","1996-06-07","TAKE BACK RETURN","AIR","accounts. regular request"
5562365286,157815010,7815011,6,10.00,9171.20,0.06,0.05,"N","O","1996-06-03","1996-06-02","1996-06-30","COLLECT COD","REG AIR","l ideas. care"
5562332515,95268370,268389,1,7.00,9335.27,0.05,0.05,"N","O","1996-06-03","1996-03-12","1996-06-05","DELIVER IN PERSON","RAIL","unusual deposits. blithely ironic requests "
5562011395,125737255,5737256,1,23.00,29577.31,0.10,0.07,"N","O","1996-06-03","1996-04-12","1996-07-01","TAKE BACK RETURN","FOB","blithely special frets across the fluffily "
5562162338,85048042,5048043,4,26.00,25630.54,0.10,0.00,"N","O","1996-06-03","1996-05-08","1996-06-28","DELIVER IN PERSON","TRUCK","ges across the regular requests mold quic"
5562130880,79729658,4729673,2,47.00,79132.49,0.03,0.00,"N","O","1996-06-03","1996-07-25","1996-06-10","DELIVER IN PERSON","FOB","ual packages sleep quickl"
5562089216,68272391,3272404,2,50.00,67999.00,0.10,0.04,"N","O","1996-06-03","1996-07-02","1996-07-03","TAKE BACK RETURN","FOB","blithely express theodolites mol"
5562374753,72705988,206010,4,22.00,43787.70,0.08,0.04,"N","O","1996-06-03","1996-03-24","1996-06-27","DELIVER IN PERSON","FOB","the bold dep"
5562173029,81677309,6677326,4,27.00,34619.94,0.02,0.08,"N","O","1996-06-03","1996-06-09","1996-06-11","NONE","RAIL","ly final foxes. bli"
5562313504,69680966,2180973,5,38.00,73852.24,0.03,0.00,"N","O","1996-06-03","1996-05-13","1996-06-19","COLLECT COD","TRUCK","ions boost. slyly express dolphins affix"
5562482432,94711022,2211050,1,4.00,4113.16,0.09,0.04,"N","O","1996-06-03","1996-06-28","1996-06-22","TAKE BACK RETURN","REG AIR","ent deposits. furiously regular a"
5562119078,88838536,3838553,4,18.00,26461.62,0.06,0.07,"N","O","1996-06-03","1996-04-26","1996-06-09","DELIVER IN PERSON","SHIP","ing theodolites above the f"
5562092929,51352706,8852722,4,31.00,54440.34,0.07,0.04,"N","O","1996-06-03","1996-06-29","1996-06-10","TAKE BACK RETURN","MAIL","tions. carefully even deposits h"
5562268551,175814809,814844,2,1.00,1715.01,0.00,0.06,"N","O","1996-06-03","1996-06-02","1996-06-07","DELIVER IN PERSON","FOB","n packages integrate blithely alongside"
5221579108,57590784,2590795,4,45.00,84235.95,0.05,0.03,"N","O","1996-06-03","1996-04-30","1996-06-19","NONE","FOB","dly enticing "
5221866530,56886908,6886909,4,50.00,94603.00,0.04,0.02,"N","O","1996-06-03","1996-04-20","1996-06-04","NONE","MAIL","thy tithes. accounts are "
5221612069,133207021,3207022,1,26.00,23955.36,0.09,0.02,"N","O","1996-06-03","1996-05-25","1996-07-03","TAKE BACK RETURN","FOB","riously beneath the blithe"
5562008484,105712613,712634,3,27.00,43748.91,0.01,0.06,"N","O","1996-06-03","1996-04-05","1996-06-26","COLLECT COD","RAIL","g the fluffily even accounts dazzle slyl"
5562136647,173894262,3894263,2,5.00,6237.85,0.08,0.08,"N","O","1996-06-03","1996-08-08","1996-06-22","NONE","SHIP","dolites across the fluffily furious acc"
5562057026,23370909,3370910,2,36.00,71234.64,0.08,0.06,"N","O","1996-06-03","1996-08-17","1996-06-29","TAKE BACK RETURN","TRUCK","s across the special theod"
5562018566,114199628,4199629,3,41.00,70598.72,0.00,0.06,"N","O","1996-06-03","1996-03-25","1996-06-07","TAKE BACK RETURN","FOB","ss instructions"
5562045286,119740956,7240990,2,47.00,93575.59,0.04,0.07,"N","O","1996-06-03","1996-08-01","1996-06-10","COLLECT COD","TRUCK","special ideas haggle quickly aga"
5562309377,140512156,3012171,1,23.00,26705.99,0.10,0.02,"N","O","1996-06-03","1996-05-16","1996-06-25","TAKE BACK RETURN","FOB","orses sleep fluffi"
5562203909,138670957,6170997,1,17.00,32657.34,0.01,0.08,"N","O","1996-06-03","1996-08-17","1996-06-16","NONE","REG AIR","s integrate regular packages."
2150016132,58215539,715545,5,31.00,45000.22,0.03,0.01,"N","O","1996-06-03","1996-03-26","1996-07-01","DELIVER IN PERSON","MAIL","h carefully. slyly regular accounts "
5562063910,100140911,2640922,2,11.00,21416.01,0.06,0.05,"N","O","1996-06-03","1996-06-22","1996-06-22","NONE","MAIL","cial pinto beans cajole across the final"
5562433859,107646475,5146506,1,29.00,41066.61,0.07,0.02,"N","O","1996-06-03","1996-05-25","1996-06-19","DELIVER IN PERSON","FOB","ully blithely final packages. ca"
5562473121,7081566,2081567,4,22.00,34038.62,0.09,0.05,"N","O","1996-06-03","1996-06-08","1996-06-22","COLLECT COD","MAIL","y among the slyly bold requests. g"
5221619431,10859078,859079,5,17.00,17621.01,0.05,0.04,"N","O","1996-06-03","1996-06-18","1996-06-04","DELIVER IN PERSON","REG AIR","y ironic asymptotes. blithely i"
5562371233,170277523,277524,3,38.00,56696.38,0.10,0.04,"N","O","1996-06-03","1996-08-01","1996-06-20","NONE","MAIL","l, unusual "
5562226372,137769269,7769270,3,27.00,35947.26,0.07,0.02,"N","O","1996-06-03","1996-06-28","1996-06-11","COLLECT COD","SHIP","lites. slyly regular "
5221932678,87921428,5421453,5,13.00,18785.39,0.10,0.05,"N","O","1996-06-03","1996-07-05","1996-06-18","NONE","RAIL","slyly blithely i"
5221611174,171667651,4167669,3,13.00,20930.91,0.07,0.05,"N","O","1996-06-03","1996-06-07","1996-06-29","COLLECT COD","SHIP","structions about the furi"
5221763333,58268582,5768598,1,28.00,43334.76,0.10,0.03,"N","O","1996-06-03","1996-07-13","1996-07-03","NONE","AIR","ts. carefully"
5221894758,170308934,2808952,3,43.00,83180.06,0.09,0.05,"N","O","1996-06-03","1996-07-15","1996-06-06","DELIVER IN PERSON","TRUCK","ic request"
5562351072,23164841,8164846,3,19.00,36189.11,0.10,0.06,"N","O","1996-06-03","1996-04-19","1996-06-09","COLLECT COD","SHIP","al deposits cajo"
5562008064,31156663,6156670,2,39.00,67006.29,0.04,0.06,"N","O","1996-06-03","1996-05-18","1996-06-06","TAKE BACK RETURN","TRUCK","e ideas sleep carefully blithely unusua"
5562434275,35157821,7657825,1,3.00,5631.21,0.03,0.00,"N","O","1996-06-03","1996-05-22","1996-06-16","COLLECT COD","FOB","about the furiously even "
5562067973,122254904,2254905,4,41.00,75964.39,0.03,0.01,"N","O","1996-06-03","1996-08-12","1996-06-22","COLLECT COD","TRUCK","ar, final dependencies. requests"
5221903872,179036652,1536670,5,27.00,42651.90,0.03,0.06,"N","O","1996-06-03","1996-04-21","1996-06-29","DELIVER IN PERSON","RAIL"," foxes hang quickly silent id"
5221939077,44994253,7494258,2,15.00,20175.15,0.05,0.04,"N","O","1996-06-03","1996-04-14","1996-06-11","COLLECT COD","TRUCK","ge against the quickly ironic theod"
5221856807,133244900,8244927,4,1.00,1838.24,0.02,0.01,"N","O","1996-06-03","1996-06-13","1996-07-01","COLLECT COD","SHIP","uickly bold requests-- requests imp"
5221593509,42125582,9625595,5,38.00,61008.24,0.03,0.03,"N","O","1996-06-03","1996-05-28","1996-06-22","TAKE BACK RETURN","RAIL",". even accounts "
5221840833,22265871,2265872,3,1.00,1835.76,0.05,0.05,"N","O","1996-06-03","1996-08-04","1996-06-27","COLLECT COD","FOB","ronic theodolites. regular"
5221940677,131674466,4174480,1,36.00,51619.68,0.07,0.06,"N","O","1996-06-03","1996-06-05","1996-06-23","DELIVER IN PERSON","REG AIR"," beans. blithely u"
5221830080,61242026,8742045,3,20.00,19299.20,0.09,0.01,"N","O","1996-06-03","1996-04-01","1996-06-13","COLLECT COD","MAIL","egular ideas-- bold"
5221596738,27804536,304539,1,28.00,40295.92,0.03,0.02,"N","O","1996-06-03","1996-05-25","1996-06-16","TAKE BACK RETURN","SHIP","xpress depths. "
5221808002,109428700,6928731,3,16.00,25971.68,0.01,0.07,"N","O","1996-06-03","1996-05-14","1996-07-01","DELIVER IN PERSON","AIR","was theodolites? furiously sly ideas "
5221763462,166466689,6466690,4,17.00,28005.12,0.02,0.03,"N","O","1996-06-03","1996-04-27","1996-06-10","DELIVER IN PERSON","RAIL","kages. pending depos"
5221830084,138115518,615532,6,12.00,18319.32,0.05,0.01,"N","O","1996-06-03","1996-06-26","1996-06-05","NONE","SHIP"," theodolites c"
5221870403,138381547,8381548,1,21.00,34054.23,0.01,0.06,"N","O","1996-06-03","1996-05-07","1996-06-18","DELIVER IN PERSON","SHIP","fully special escapades are q"
5221858050,58948395,6448411,6,1.00,1440.45,0.10,0.06,"N","O","1996-06-03","1996-03-23","1996-06-25","TAKE BACK RETURN","AIR","eposits. final, unusual pint"
5221668901,195258011,5258012,4,4.00,3837.00,0.06,0.05,"N","O","1996-06-03","1996-05-05","1996-06-26","NONE","AIR","hely bold requests nag. slyly pending"
5221858247,40018571,2518576,1,14.00,20825.98,0.02,0.00,"N","O","1996-06-03","1996-03-30","1996-06-24","NONE","MAIL"," ruthlessly furious p"
5221631559,163895646,8895679,5,49.00,80039.05,0.03,0.06,"N","O","1996-06-03","1996-07-20","1996-06-30","COLLECT COD","MAIL","ermanent deposits"
5221739175,187438521,7438522,2,26.00,37703.90,0.00,0.00,"N","O","1996-06-03","1996-07-16","1996-06-07","NONE","FOB","ely pending platelets breach requests. dep"
5221884965,34321274,1821284,4,2.00,2587.12,0.01,0.04,"N","O","1996-06-03","1996-06-19","1996-06-18","NONE","FOB","st the ironic, even i"
5221853638,136279643,1279670,4,5.00,8079.15,0.08,0.08,"N","O","1996-06-03","1996-06-11","1996-06-14","COLLECT COD","AIR","the never ironic sheaves detect sl"
5562479491,152362663,2362664,5,15.00,25770.75,0.10,0.00,"N","O","1996-06-03","1996-03-28","1996-06-21","NONE","MAIL","foxes cajole."
5562087552,125698158,5698159,1,35.00,40245.45,0.03,0.06,"N","O","1996-06-03","1996-07-16","1996-06-25","COLLECT COD","FOB","y regular dolphins. quickly ironic packa"
5562445447,60283749,283750,2,34.00,58810.82,0.05,0.06,"N","O","1996-06-03","1996-06-13","1996-06-06","TAKE BACK RETURN","REG AIR","fluffily ironic a"
5221595590,76380656,8880664,6,14.00,24259.76,0.02,0.06,"N","O","1996-06-03","1996-05-19","1996-06-24","TAKE BACK RETURN","RAIL","ly pending instructions cajole a"
5221660513,117244613,7244614,4,39.00,60518.25,0.08,0.02,"N","O","1996-06-03","1996-06-02","1996-06-26","COLLECT COD","SHIP"," silent instructions. bold account"
5221710437,31268047,1268048,1,30.00,30404.40,0.02,0.05,"N","O","1996-06-03","1996-05-19","1996-07-03","TAKE BACK RETURN","FOB","lites. even pac"
5221896295,87856429,5356454,7,22.00,30382.66,0.03,0.01,"N","O","1996-06-03","1996-06-17","1996-06-23","DELIVER IN PERSON","FOB"," foxes. final ideas are quickly along the"
5221633733,78842246,3842261,2,44.00,52109.20,0.08,0.04,"N","O","1996-06-03","1996-04-21","1996-06-16","DELIVER IN PERSON","MAIL","y. furiously iro"
5221941344,191850632,4350652,2,11.00,17303.44,0.01,0.07,"N","O","1996-06-03","1996-05-31","1996-06-12","TAKE BACK RETURN","TRUCK","rious, special deposi"
5221673859,123685702,8685727,4,13.00,21859.76,0.07,0.07,"N","O","1996-06-03","1996-06-26","1996-06-22","NONE","FOB","furiously pending"
5221878693,120581647,8081684,1,23.00,39620.26,0.05,0.03,"N","O","1996-06-03","1996-05-23","1996-06-18","NONE","REG AIR","mptotes are"
5221668068,114247208,6747220,3,15.00,17242.35,0.09,0.02,"N","O","1996-06-03","1996-04-27","1996-06-05","DELIVER IN PERSON","MAIL","e of the blithely special pi"
5221679943,131678144,6678171,5,8.00,8924.48,0.04,0.04,"N","O","1996-06-03","1996-04-10","1996-06-07","NONE","AIR","haggle slyly"
5221875239,24561019,9561024,6,27.00,29127.33,0.02,0.07,"N","O","1996-06-03","1996-04-14","1996-06-23","COLLECT COD","FOB","ickly regular gifts. furiously final a"
5220866340,21471998,1471999,2,4.00,7875.68,0.06,0.06,"N","O","1996-06-03","1996-06-05","1996-07-01","TAKE BACK RETURN","SHIP","ublate carefu"
5221895269,91672247,9172275,5,19.00,23078.54,0.09,0.00,"N","O","1996-06-03","1996-07-18","1996-06-30","COLLECT COD","FOB",". express foxes are after the special,"
5221780742,129636355,4636380,4,8.00,10278.96,0.01,0.07,"N","O","1996-06-03","1996-07-20","1996-06-30","DELIVER IN PERSON","RAIL","manent theodolites n"
5221705697,120085672,85673,2,5.00,8258.35,0.07,0.00,"N","O","1996-06-03","1996-05-27","1996-06-19","COLLECT COD","TRUCK","odolites. furiously expr"
5221667328,123932951,1432988,1,32.00,63288.32,0.00,0.01,"N","O","1996-06-03","1996-08-05","1996-06-28","NONE","RAIL","es across the express, ironic depos"
5221846210,96465055,1465074,4,23.00,23350.29,0.00,0.08,"N","O","1996-06-03","1996-08-20","1996-07-02","NONE","TRUCK","nt deposits. regular "
5221764547,184965884,4965885,4,25.00,48516.00,0.08,0.06,"N","O","1996-06-03","1996-04-28","1996-06-22","TAKE BACK RETURN","FOB",", bold accounts after the fluffily"
5221932678,34991284,7491288,1,46.00,63182.84,0.05,0.01,"N","O","1996-06-03","1996-07-28","1996-06-11","TAKE BACK RETURN","SHIP","ns. silently final packages grow a"
5221622919,79148061,4148076,2,27.00,29837.97,0.03,0.07,"N","O","1996-06-03","1996-07-04","1996-06-25","DELIVER IN PERSON","RAIL"," even packages wake quickly. ac"
5221735236,74028726,4028727,1,15.00,24765.30,0.00,0.00,"N","O","1996-06-03","1996-07-03","1996-06-07","DELIVER IN PERSON","RAIL"," deposits cajole. slyly"
5221625120,120439361,2939374,1,16.00,20709.44,0.00,0.07,"N","O","1996-06-03","1996-05-22","1996-06-08","DELIVER IN PERSON","RAIL"," blithely. unusual instructio"
5221875232,158031305,3031336,2,24.00,29481.60,0.03,0.03,"N","O","1996-06-03","1996-06-14","1996-06-22","COLLECT COD","FOB","g to the accounts integr"
5221759969,108823911,1323922,2,22.00,40248.34,0.03,0.01,"N","O","1996-06-03","1996-06-23","1996-06-18","TAKE BACK RETURN","SHIP","ests wake quickl"
5221874400,69568146,2068153,1,18.00,21792.06,0.07,0.04,"N","O","1996-06-03","1996-07-05","1996-06-28","NONE","RAIL","inal ideas. closely final acc"
5221584037,170412547,412548,6,41.00,59491.82,0.04,0.04,"N","O","1996-06-03","1996-07-17","1996-06-20","COLLECT COD","SHIP","lowly special foxe"
5221963300,116071311,8571323,7,23.00,29359.73,0.05,0.01,"N","O","1996-06-03","1996-06-28","1996-06-17","TAKE BACK RETURN","AIR","ructions haggle quick"
5221997089,44587519,4587520,3,47.00,75401.63,0.05,0.06,"N","O","1996-06-03","1996-04-11","1996-06-27","TAKE BACK RETURN","FOB","foxes about the "
5221617831,58535950,1035956,1,19.00,37677.57,0.09,0.06,"N","O","1996-06-03","1996-04-01","1996-06-18","NONE","AIR","ously final sauternes. furiously"
5221782663,56021924,3521940,2,24.00,44234.88,0.08,0.03,"N","O","1996-06-03","1996-04-06","1996-06-09","TAKE BACK RETURN","RAIL","lar deposits. slyly regular re"
5221997094,51365019,1365020,3,29.00,31362.05,0.05,0.05,"N","O","1996-06-03","1996-03-28","1996-06-04","NONE","SHIP"," the deposits. silent, silent requests"
5221722946,117577082,2577105,2,28.00,32289.88,0.07,0.04,"N","O","1996-06-03","1996-07-01","1996-06-07","COLLECT COD","TRUCK","ess accounts engage quickly furi"
5221684359,114528714,4528715,7,8.00,13895.92,0.05,0.02,"N","O","1996-06-03","1996-06-12","1996-06-05","NONE","AIR","egular ideas. quickly ironic r"
5221732229,11515028,4015030,3,21.00,21891.45,0.08,0.07,"N","O","1996-06-03","1996-07-27","1996-06-28","NONE","MAIL","se slyly slyly regular pinto beans. accoun"
5221935942,97222898,4722926,1,21.00,38136.63,0.00,0.07,"N","O","1996-06-03","1996-06-04","1996-06-24","NONE","MAIL","lar deposits nag against the final, reg"
5221714439,180132199,7632254,3,38.00,46443.22,0.07,0.03,"N","O","1996-06-03","1996-03-30","1996-06-13","TAKE BACK RETURN","AIR","e ideas. carefully pending requests hagg"
5221878119,58310897,810903,1,1.00,1904.98,0.09,0.03,"N","O","1996-06-03","1996-04-04","1996-06-28","DELIVER IN PERSON","AIR","inal, ironic pinto beans nag fluffily a"
5221628288,116478448,3978482,1,9.00,12785.58,0.10,0.07,"N","O","1996-06-03","1996-06-11","1996-06-15","DELIVER IN PERSON","REG AIR","fully unusual accounts. fluffi"
5221628227,37383517,7383518,6,42.00,67143.30,0.00,0.02,"N","O","1996-06-03","1996-04-09","1996-06-29","NONE","FOB"," dugouts integrate quickly alongside of t"
5221594372,169364288,4364321,4,28.00,37626.96,0.03,0.04,"N","O","1996-06-03","1996-07-15","1996-06-28","NONE","RAIL","the ideas. blithely ironic id"
5220885952,11930221,1930222,1,31.00,38769.53,0.02,0.07,"N","O","1996-06-03","1996-07-11","1996-06-21","TAKE BACK RETURN","RAIL","s promise bl"
5221020833,158948267,6448313,4,39.00,50985.48,0.02,0.06,"N","O","1996-06-03","1996-05-31","1996-06-15","TAKE BACK RETURN","TRUCK","regular depos"
5220701634,147645622,2645651,4,20.00,31204.80,0.02,0.08,"N","O","1996-06-03","1996-07-01","1996-06-11","DELIVER IN PERSON","FOB"," use blithely express pack"
5221928806,177216592,7216593,2,42.00,62988.66,0.02,0.03,"N","O","1996-06-03","1996-05-27","1996-06-16","COLLECT COD","RAIL"," furiously unusual accounts. car"
5221871555,166880406,1880439,3,46.00,63390.76,0.01,0.01,"N","O","1996-06-03","1996-04-16","1996-06-20","DELIVER IN PERSON","AIR","e about the carefu"
5221608325,66480413,1480426,5,30.00,41702.70,0.08,0.08,"N","O","1996-06-03","1996-05-06","1996-06-07","DELIVER IN PERSON","MAIL","o are furiously regular packages. caref"
5221850439,102929295,2929296,6,14.00,18468.10,0.00,0.04,"N","O","1996-06-03","1996-05-11","1996-06-15","TAKE BACK RETURN","AIR","thes nag about the fin"
5221991076,174302304,9302339,3,25.00,32439.75,0.04,0.00,"N","O","1996-06-03","1996-07-12","1996-06-23","TAKE BACK RETURN","FOB","ly bold accounts. "
5221808741,1306240,1306241,3,25.00,31154.50,0.03,0.02,"N","O","1996-06-03","1996-04-10","1996-06-07","NONE","REG AIR","daringly s"
5221591076,34429333,1929343,1,37.00,46642.57,0.09,0.01,"N","O","1996-06-03","1996-06-22","1996-06-07","COLLECT COD","SHIP","en excuses boost furiously bl"
5220754305,158643528,3643559,3,21.00,30735.39,0.03,0.00,"N","O","1996-06-03","1996-07-25","1996-06-29","NONE","RAIL","haggle. daringly ir"
5221676391,70723471,5723486,2,9.00,13418.46,0.10,0.01,"N","O","1996-06-03","1996-07-26","1996-06-13","TAKE BACK RETURN","REG AIR","y careful deposits integrate carefully alo"
5221848992,170980056,3480074,2,27.00,30442.77,0.10,0.04,"N","O","1996-06-03","1996-06-09","1996-06-07","COLLECT COD","AIR","rding to the blith"
5221771426,14186937,6686939,2,1.00,2023.23,0.01,0.06,"N","O","1996-06-03","1996-06-13","1996-06-07","DELIVER IN PERSON","SHIP","ully after the furiously f"
5220896512,77532576,7532577,7,33.00,52955.10,0.01,0.03,"N","O","1996-06-03","1996-07-26","1996-06-07","TAKE BACK RETURN","FOB","nto beans. furiously "
5221663975,19198830,4198833,6,25.00,48197.00,0.07,0.08,"N","O","1996-06-03","1996-03-26","1996-06-11","DELIVER IN PERSON","MAIL","e quickly along the slyly final "
5221643015,156813849,4313895,3,30.00,52650.00,0.01,0.01,"N","O","1996-06-03","1996-06-06","1996-06-12","DELIVER IN PERSON","FOB","uests. stealt"
5221960645,78354385,3354400,2,4.00,5741.88,0.09,0.05,"N","O","1996-06-03","1996-03-30","1996-06-26","DELIVER IN PERSON","TRUCK","lly ironic se"
5221666790,7834373,5334374,3,14.00,18297.72,0.00,0.06,"N","O","1996-06-03","1996-03-24","1996-06-28","COLLECT COD","AIR","ructions. quick"
5221602497,124641996,2142033,4,1.00,1931.76,0.09,0.07,"N","O","1996-06-03","1996-05-07","1996-06-27","TAKE BACK RETURN","REG AIR","l accounts detect blithely. real"
5221763298,122086856,4586869,1,15.00,27551.25,0.06,0.04,"N","O","1996-06-03","1996-05-15","1996-06-21","COLLECT COD","AIR","s detect slyly express packages-- care"
5221767812,199876727,2376747,3,23.00,38955.79,0.07,0.03,"N","O","1996-06-03","1996-05-07","1996-06-11","NONE","MAIL","fter the slyly ir"
5221697346,64156891,4156892,4,29.00,56396.01,0.07,0.06,"N","O","1996-06-03","1996-04-18","1996-06-26","NONE","AIR","uctions are bold instructions. courts detec"
5221607136,88174116,5674141,3,39.00,46242.69,0.05,0.08,"N","O","1996-06-03","1996-07-10","1996-06-16","DELIVER IN PERSON","SHIP"," daringly around the even, final excu"
5221874369,27545477,2545482,4,18.00,27379.80,0.02,0.07,"N","O","1996-06-03","1996-04-30","1996-06-06","TAKE BACK RETURN","FOB","ss the regular theodolites. accounts aft"
5220650309,118330839,8330840,3,15.00,27958.80,0.04,0.00,"N","O","1996-06-03","1996-07-22","1996-06-14","DELIVER IN PERSON","SHIP","furiously silent instructions print slyly."
5220855522,171235890,8735942,6,12.00,21807.96,0.07,0.00,"N","O","1996-06-03","1996-06-14","1996-06-05","NONE","TRUCK"," courts use furiously furiously "
5220900516,90398183,398184,5,41.00,52343.47,0.00,0.05,"N","O","1996-06-03","1996-07-24","1996-06-06","NONE","AIR","ly. furiously ruthless requests slee"
5220896674,150862375,8362421,4,41.00,54523.03,0.07,0.06,"N","O","1996-06-03","1996-06-01","1996-06-21","COLLECT COD","SHIP","eas haggle carefully above the quickly fina"
5220816226,145944416,5944417,5,13.00,18890.56,0.04,0.01,"N","O","1996-06-03","1996-07-24","1996-06-13","TAKE BACK RETURN","SHIP","al accounts unwind. carefully"
5220597668,90825882,3325892,1,20.00,36066.80,0.03,0.08,"N","O","1996-06-03","1996-03-12","1996-06-26","NONE","TRUCK","efully aft"
5220607392,38677910,8677911,6,33.00,62237.34,0.03,0.00,"N","O","1996-06-03","1996-06-13","1996-06-25","COLLECT COD","RAIL"," pinto beans. ideas"
5221018787,147460780,9960795,7,32.00,55469.12,0.09,0.01,"N","O","1996-06-03","1996-07-07","1996-06-30","COLLECT COD","AIR","ithely pending package"
5220846054,59669688,4669699,4,33.00,54605.10,0.06,0.08,"N","O","1996-06-03","1996-04-19","1996-06-23","TAKE BACK RETURN","REG AIR",". special, special asy"
5220958529,177945519,445537,5,5.00,7778.10,0.01,0.05,"N","O","1996-06-03","1996-05-26","1996-06-12","DELIVER IN PERSON","TRUCK","counts detect slyly. furiously bold ideas "
5220922470,135581031,581058,1,3.00,3315.78,0.07,0.08,"N","O","1996-06-03","1996-03-18","1996-06-21","NONE","FOB","excuses. care"
5220682113,69263205,6763224,6,35.00,40765.90,0.07,0.05,"N","O","1996-06-03","1996-04-20","1996-06-27","DELIVER IN PERSON","SHIP","ts detect blithely. theodolites boost "
